Date;Easting;Northing;Elevation
2015-08-28;2590358.557;1169876.539;1339.6995
2015-08-30;2590358.553;1169876.543;1339.705
2015-08-31;2590358.551;1169876.54;1339.7037
2015-09-01;2590354.644;1169874.622;1340.2339
2015-09-02;2590358.553;1169876.54;1339.7082
2015-09-03;2590358.553;1169876.542;1339.7053
2015-09-04;2590358.551;1169876.544;1339.7039
2015-09-05;2590358.551;1169876.541;1339.7041
2015-09-06;2590358.55;1169876.541;1339.708
2015-09-07;2590358.551;1169876.542;1339.7061
2015-09-08;2590358.55;1169876.544;1339.70145
2015-09-09;2590358.549;1169876.541;1339.7061
2015-09-11;2590358.548;1169876.542;1339.70235
2015-09-12;2590358.549;1169876.541;1339.70665
2015-09-13;2590358.547;1169876.541;1339.70825
2015-09-24;2590358.545;1169876.537;1339.7055
2015-09-25;2590358.54;1169876.54;1339.7102
2015-09-26;2590358.543;1169876.539;1339.704
2015-09-27;2590358.543;1169876.536;1339.7024
2015-09-28;2590358.542;1169876.538;1339.70795
2015-09-29;2590358.54;1169876.538;1339.70385
2015-09-30;2590358.54;1169876.537;1339.7038
2015-10-01;2590358.539;1169876.536;1339.7001
2015-10-02;2590358.539;1169876.537;1339.7047
2015-10-03;2590358.539;1169876.538;1339.6986
2015-10-04;2590358.537;1169876.538;1339.7058
2015-10-05;2590358.538;1169876.537;1339.7059
2015-10-06;2590358.537;1169876.538;1339.7091
2015-10-07;2590358.536;1169876.536;1339.7069
2015-10-08;2590358.536;1169876.537;1339.7056
2015-10-09;2590358.535;1169876.535;1339.701
2015-10-10;2590358.536;1169876.538;1339.70395
2015-10-11;2590358.535;1169876.537;1339.7048
2015-10-12;2590358.533;1169876.534;1339.7014
2015-10-13;2590358.534;1169876.536;1339.70495
2015-10-14;2590358.532;1169876.538;1339.7037
2015-10-15;2590358.533;1169876.537;1339.70335
2015-10-16;2590358.534;1169876.539;1339.70505
2015-10-17;2590358.534;1169876.539;1339.71015
2015-10-19;2590358.53;1169876.534;1339.7082
2015-10-20;2590358.528;1169876.536;1339.7039
2015-10-21;2590358.529;1169876.536;1339.7019
2015-10-22;2590358.528;1169876.535;1339.7009
2015-10-23;2590358.524;1169876.534;1339.7025
2015-10-24;2590358.528;1169876.536;1339.7043
2015-10-25;2590358.527;1169876.536;1339.7002
2015-10-26;2590358.527;1169876.537;1339.7026
2015-10-27;2590358.526;1169876.536;1339.703
2015-10-28;2590358.524;1169876.535;1339.7034
2015-10-29;2590358.521;1169876.534;1339.6917
2015-10-30;2590358.527;1169876.539;1339.7043
2015-10-31;2590358.523;1169876.533;1339.7008
2015-11-01;2590358.523;1169876.532;1339.698
2015-11-02;2590358.523;1169876.536;1339.7017
2015-11-03;2590358.518;1169876.533;1339.6999
2015-11-04;2590358.521;1169876.531;1339.7009
2015-11-05;2590358.516;1169876.533;1339.7069
2015-11-06;2590358.522;1169876.536;1339.70095
2015-11-07;2590358.52;1169876.535;1339.7028
2015-11-08;2590358.521;1169876.535;1339.70125
2015-11-09;2590358.518;1169876.524;1339.6863
2015-11-10;2590358.519;1169876.535;1339.6999
2015-11-11;2590358.518;1169876.535;1339.7013
2015-11-12;2590358.52;1169876.534;1339.6999
2015-11-13;2590358.521;1169876.535;1339.696
2015-11-14;2590358.523;1169876.535;1339.6918
2015-11-15;2590358.519;1169876.529;1339.7022
2015-11-16;2590358.52;1169876.532;1339.6991
2015-11-17;2590358.516;1169876.531;1339.702
2015-11-18;2590358.516;1169876.532;1339.7046
2015-11-19;2590358.515;1169876.531;1339.70075
2015-11-20;2590358.516;1169876.534;1339.6968
2015-11-21;2590358.511;1169876.532;1339.69615
2015-11-22;2590358.512;1169876.529;1339.7025
2015-11-23;2590358.51;1169876.531;1339.7033
2015-11-24;2590358.511;1169876.532;1339.7042
2015-11-25;2590358.509;1169876.528;1339.694
2015-11-26;2590358.51;1169876.526;1339.6942
2015-11-27;2590358.511;1169876.523;1339.7002
2015-11-28;2590358.508;1169876.523;1339.6964
2015-11-29;2590358.506;1169876.533;1339.6902
2015-11-30;2590358.511;1169876.527;1339.7127
2015-12-01;2590358.51;1169876.53;1339.6974
2015-12-02;2590358.508;1169876.531;1339.6978
2015-12-03;2590358.507;1169876.529;1339.6976
2015-12-04;2590358.508;1169876.53;1339.7004
2015-12-05;2590358.507;1169876.533;1339.6945
2015-12-06;2590358.505;1169876.529;1339.7001
2015-12-07;2590358.506;1169876.529;1339.6945
2015-12-08;2590358.504;1169876.53;1339.6962
2015-12-09;2590358.504;1169876.528;1339.6979
2015-12-10;2590358.503;1169876.524;1339.696
2015-12-11;2590358.502;1169876.527;1339.6969
2015-12-12;2590358.503;1169876.527;1339.6961
2015-12-13;2590358.501;1169876.527;1339.6983
2015-12-14;2590358.962;1169876.44;1339.73455
2015-12-15;2590358.501;1169876.529;1339.6984
2015-12-16;2590358.499;1169876.527;1339.6921
2015-12-17;2590358.496;1169876.531;1339.7056
2015-12-18;2590358.499;1169876.526;1339.6934
2015-12-19;2590358.497;1169876.528;1339.6993
2015-12-20;2590358.499;1169876.528;1339.7009
2015-12-21;2590358.5;1169876.52;1339.6841
2015-12-22;2590358.497;1169876.527;1339.69055
2015-12-24;2590358.495;1169876.529;1339.7071
2015-12-25;2590358.495;1169876.527;1339.6968
2015-12-26;2590358.496;1169876.522;1339.6982
2015-12-27;2590358.495;1169876.525;1339.70135
2015-12-28;2590358.491;1169876.529;1339.7023
2015-12-29;2590358.492;1169876.526;1339.6962
