Date;Easting;Northing;Elevation
2016-09-28;2590105.9;1169796.86;1310.281
2016-09-29;2590105.914;1169796.848;1310.2804
2016-09-30;2590105.92;1169796.844;1310.29015
2016-10-01;2590106.246;1169796.975;1310.43915
2016-10-02;2590106.53;1169796.919;1310.0549
2016-10-03;2590105.913;1169796.849;1310.2791
2016-10-04;2590105.877;1169796.84;1310.27615
2016-10-05;2590105.866;1169796.86;1310.2651
2016-10-06;2590107.782;1169796.267;1310.0377
2016-10-07;2590106.013;1169796.878;1310.1677
2016-10-08;2590105.843;1169796.878;1310.26395
2016-10-09;2590105.871;1169796.865;1310.28445
2016-10-10;2590105.882;1169796.868;1310.3237
2016-10-11;2590105.86;1169796.883;1310.2935
2016-10-12;2590105.879;1169796.866;1310.2496
2016-10-13;2590106.81;1169796.177;1310.67525
2016-10-14;2590105.694;1169797.03;1309.8931
2016-10-15;2590106.28;1169796.565;1310.5508
2016-10-16;2590105.866;1169796.878;1310.3185
2016-10-17;2590105.86;1169796.873;1310.29685
2016-10-21;2590105.861;1169796.881;1310.2638
2016-10-22;2590105.861;1169796.881;1310.2667
2016-10-24;2590105.852;1169796.878;1310.2705
2016-10-25;2590106.284;1169797.055;1310.20955
2016-10-26;2590105.899;1169796.841;1310.37495
2016-10-27;2590105.837;1169796.883;1310.3404
2016-10-28;2590105.864;1169796.866;1310.2705
2016-10-29;2590105.857;1169796.877;1310.2598
2016-10-30;2590105.864;1169796.867;1310.2561
2016-10-31;2590105.859;1169796.868;1310.2806
2016-11-01;2590105.834;1169796.884;1310.2465
2016-11-02;2590105.859;1169796.872;1310.3124
2016-11-03;2590105.825;1169796.883;1310.27395
2016-11-04;2590105.816;1169796.896;1310.2581
2016-11-05;2590106.476;1169796.941;1310.03225
2016-11-06;2590105.834;1169796.85;1310.2741
2016-11-07;2590106.568;1169796.095;1310.7399
2016-11-08;2590106.295;1169796.612;1310.5195
2016-11-09;2590105.711;1169796.728;1310.1849
2016-11-10;2590105.795;1169796.87;1310.26365
2016-11-11;2590105.835;1169796.849;1310.3008
2016-11-12;2590106.627;1169796.828;1310.5742
2016-11-13;2590106.172;1169796.876;1310.2728
2016-11-14;2590105.747;1169796.41;1311.1732
2016-11-15;2590106.109;1169796.898;1310.5869
2016-11-16;2590106.308;1169796.299;1311.20435
2016-11-17;2590106.433;1169796.667;1310.7215
2016-11-18;2590105.808;1169796.894;1310.309
2016-11-19;2590105.815;1169796.883;1310.3153
2016-11-20;2590105.839;1169796.543;1310.4978
2016-11-21;2590106.334;1169795.843;1311.1929
2016-11-22;2590105.77;1169796.904;1310.3002
2016-11-23;2590105.783;1169796.894;1310.2982
2016-11-24;2590105.764;1169796.903;1310.3095
2016-11-26;2590105.752;1169796.915;1310.3137
2016-11-27;2590105.754;1169796.928;1310.2972
2016-11-28;2590105.746;1169796.921;1310.2889
2016-11-30;2590105.731;1169796.944;1310.2912
2016-12-01;2590105.729;1169796.943;1310.28385
2016-12-02;2590105.726;1169796.939;1310.28265
2016-12-03;2590105.724;1169796.944;1310.3053
2016-12-04;2590105.719;1169796.963;1310.2943
2016-12-05;2590105.73;1169796.94;1310.33095
2016-12-06;2590106.106;1169796.532;1310.9268
2016-12-07;2590105.707;1169796.954;1310.2924
2016-12-08;2590105.714;1169796.95;1310.2668
2016-12-09;2590105.702;1169796.956;1310.304
2016-12-10;2590106.223;1169796.841;1310.4493
2016-12-11;2590105.701;1169796.955;1310.226
2016-12-12;2590105.689;1169796.961;1310.2839
2016-12-13;2590105.692;1169796.959;1310.2525
2016-12-15;2590105.69;1169796.961;1310.2621
2016-12-16;2590105.687;1169796.969;1310.2904
2016-12-17;2590105.678;1169796.973;1310.31235
2016-12-18;2590105.671;1169796.981;1310.32255
2016-12-19;2590105.658;1169796.982;1310.3254
2016-12-22;2590105.64;1169796.949;1310.2122
2016-12-23;2590106.606;1169796.837;1310.6336
2016-12-24;2590108.332;1169797.235;1309.99225
2016-12-25;2590106.61;1169796.827;1310.6653
2016-12-26;2590106.603;1169796.841;1310.601
2016-12-27;2590106.609;1169796.845;1310.65505
2016-12-28;2590106.427;1169796.851;1310.5035
2016-12-29;2590106.314;1169796.858;1310.4019
2016-12-30;2590106.6;1169796.837;1310.66045
2016-12-31;2590106.409;1169796.715;1310.8642
2017-01-02;2590106.41;1169796.735;1310.8367
2017-01-03;2590105.655;1169796.956;1310.3163
2017-01-05;2590106.39;1169796.711;1310.7663
2017-01-06;2590107.973;1169795.826;1312.4355
2017-01-07;2590105.642;1169796.964;1310.2665
2017-01-09;2590105.659;1169796.943;1310.3058
2017-01-10;2590105.815;1169796.901;1310.47215
2017-01-12;2590106.357;1169796.983;1310.45285
2017-01-15;2590105.661;1169796.96;1310.2382
2017-01-16;2590105.651;1169796.987;1310.19795
2017-01-17;2590105.661;1169796.932;1310.289
2017-01-18;2590105.652;1169796.968;1310.2336
2017-01-19;2590105.653;1169796.971;1310.24345
2017-01-22;2590105.628;1169796.971;1310.2717
2017-01-23;2590105.625;1169796.963;1310.2974
2017-01-24;2590105.634;1169796.986;1310.2737
2017-01-25;2590105.632;1169796.986;1310.27245
2017-01-27;2590105.626;1169796.967;1310.3008
2017-01-28;2590105.624;1169796.973;1310.2893
2017-01-29;2590105.691;1169796.932;1310.47865
2017-01-31;2590106.415;1169797.224;1310.1739
2017-02-02;2590105.606;1169796.98;1310.2229
2017-02-03;2590105.613;1169796.979;1310.2182
2017-02-04;2590105.645;1169796.964;1310.2255
2017-02-05;2590105.598;1169796.969;1310.19445
2017-02-06;2590105.11;1169797.813;1310.0303
2017-02-07;2590117.187;1169799.659;1298.24825
2017-02-08;2590106.409;1169796.794;1310.4549
2017-02-09;2590104.034;1169790.371;1314.0809
2017-02-14;2590105.582;1169796.992;1310.2621
2017-02-15;2590105.584;1169796.987;1310.2756
2017-02-17;2590105.595;1169796.978;1310.2692
2017-02-18;2590105.581;1169796.99;1310.2729
2017-02-19;2590105.573;1169797.006;1310.2733
2017-02-21;2590105.585;1169796.982;1310.2514
2017-02-24;2590105.592;1169796.983;1310.2424
2017-02-25;2590105.58;1169797.003;1310.25975
2017-02-26;2590105.589;1169797.004;1310.28355
2017-02-27;2590105.76;1169796.765;1310.5915
2017-02-28;2590106.237;1169796.944;1309.739
2017-03-01;2590103.247;1169799.693;1309.7239
