Date;Easting;Northing;Elevation
2019-07-12;2640492.842;1113504.53;2819.8961
2019-07-13;2640492.839;1113504.529;2819.8939
2019-07-14;2640492.835;1113504.528;2819.89325
2019-07-15;2640492.834;1113504.525;2819.8886
2019-07-16;2640492.831;1113504.524;2819.8905
2019-07-17;2640492.827;1113504.523;2819.8902
2019-07-18;2640492.825;1113504.522;2819.88755
2019-07-19;2640492.823;1113504.52;2819.8892
2019-07-20;2640492.821;1113504.52;2819.892
2019-07-21;2640492.815;1113504.52;2819.895
2019-07-22;2640492.813;1113504.519;2819.8927
2019-07-23;2640492.81;1113504.518;2819.89105
2019-07-24;2640492.808;1113504.517;2819.89
2019-07-27;2640492.801;1113504.508;2819.8825
2019-07-28;2640492.799;1113504.508;2819.8813
2019-07-29;2640492.797;1113504.507;2819.8819
2019-07-30;2640492.797;1113504.506;2819.8819
2019-07-31;2640492.793;1113504.508;2819.877
2019-08-07;2640492.777;1113504.493;2819.8732
2019-08-08;2640492.776;1113504.493;2819.8693
2019-08-09;2640492.775;1113504.493;2819.8666
2019-08-10;2640492.773;1113504.494;2819.871
2019-08-11;2640492.771;1113504.494;2819.8668
2019-08-13;2640492.768;1113504.498;2819.86845
2019-08-14;2640492.767;1113504.495;2819.86745
2019-08-15;2640492.763;1113504.494;2819.8689
2019-08-16;2640492.761;1113504.492;2819.8648
2019-08-17;2640492.757;1113504.477;2819.8648
2019-08-18;2640492.755;1113504.489;2819.8607
2019-08-19;2640492.754;1113504.481;2819.8582
2019-08-20;2640492.752;1113504.473;2819.8529
2019-08-21;2640492.751;1113504.473;2819.85025
2019-08-24;2640492.75;1113504.482;2819.8492
2019-08-25;2640492.747;1113504.481;2819.8494
2019-08-26;2640492.745;1113504.479;2819.8468
2019-08-27;2640492.742;1113504.478;2819.8439
2019-08-28;2640492.742;1113504.477;2819.8444
2019-08-29;2640492.739;1113504.476;2819.8428
2019-08-30;2640492.736;1113504.475;2819.8396
2019-08-31;2640492.737;1113504.469;2819.8388
2019-09-01;2640492.733;1113504.471;2819.8262
2019-09-02;2640492.73;1113504.468;2819.8215
2019-09-03;2640492.73;1113504.468;2819.8221
2019-09-04;2640492.725;1113504.469;2819.81625
2019-09-05;2640492.726;1113504.466;2819.8285
2019-09-06;2640492.73;1113504.457;2819.83025
2019-09-07;2640492.725;1113504.458;2819.8213
2019-09-08;2640492.722;1113504.458;2819.8177
2019-09-09;2640492.719;1113504.457;2819.8163
2019-09-10;2640492.718;1113504.453;2819.8134
