Date;Easting;Northing;Elevation
2019-07-12;2640546.006;1113552.133;2837.6352
2019-07-13;2640546.004;1113552.132;2837.6351
2019-07-14;2640546;1113552.128;2837.63185
2019-07-15;2640545.999;1113552.124;2837.6253
2019-07-16;2640545.997;1113552.125;2837.634
2019-07-17;2640545.996;1113552.123;2837.6331
2019-07-18;2640545.995;1113552.122;2837.63595
2019-07-19;2640545.993;1113552.12;2837.63355
2019-07-20;2640545.991;1113552.119;2837.63295
2019-07-21;2640545.99;1113552.117;2837.6329
2019-07-22;2640545.986;1113552.115;2837.63305
2019-07-23;2640545.984;1113552.114;2837.6326
2019-07-24;2640545.982;1113552.113;2837.63025
2019-07-27;2640545.964;1113552.107;2837.6142
2019-07-28;2640545.954;1113552.112;2837.6137
2019-07-29;2640545.946;1113552.108;2837.62215
2019-07-30;2640545.943;1113552.109;2837.6131
2019-07-31;2640545.939;1113552.109;2837.6124
2019-08-07;2640545.913;1113552.089;2837.5754
2019-08-08;2640545.908;1113552.088;2837.5692
2019-08-09;2640545.905;1113552.089;2837.5635
2019-08-10;2640545.902;1113552.089;2837.5622
2019-08-11;2640545.899;1113552.09;2837.5562
2019-08-13;2640545.894;1113552.097;2837.5537
2019-08-14;2640545.89;1113552.09;2837.55
2019-08-15;2640545.886;1113552.091;2837.5485
2019-08-16;2640545.884;1113552.089;2837.542
2019-08-17;2640545.894;1113552.079;2837.5311
2019-08-19;2640545.874;1113552.082;2837.5341
2019-08-20;2640545.867;1113552.078;2837.5336
2019-08-21;2640545.862;1113552.082;2837.5292
2019-08-24;2640545.863;1113552.074;2837.5209
2019-08-25;2640545.86;1113552.071;2837.5186
2019-08-26;2640545.857;1113552.07;2837.5133
2019-08-27;2640545.854;1113552.069;2837.5104
2019-08-28;2640545.853;1113552.068;2837.50985
2019-08-29;2640545.848;1113552.064;2837.50425
2019-08-30;2640545.845;1113552.062;2837.50115
2019-08-31;2640545.843;1113552.058;2837.49435
2019-09-01;2640545.838;1113552.057;2837.4841
2019-09-02;2640545.834;1113552.054;2837.4779
2019-09-03;2640545.829;1113552.053;2837.473
2019-09-04;2640545.826;1113552.05;2837.471
2019-09-05;2640545.822;1113552.048;2837.4631
2019-09-06;2640545.818;1113552.043;2837.4583
2019-09-07;2640545.814;1113552.041;2837.4547
2019-09-08;2640545.809;1113552.043;2837.45605
2019-09-09;2640545.804;1113552.042;2837.45555
2019-09-10;2640545.799;1113552.038;2837.4544
2019-09-11;2640545.794;1113552.039;2837.4539
2019-09-12;2640545.793;1113552.034;2837.4537
2019-09-13;2640545.79;1113552.031;2837.45555
2019-09-14;2640545.789;1113552.028;2837.454
2019-09-15;2640545.785;1113552.03;2837.4523
2019-09-17;2640545.78;1113552.03;2837.4342
2019-09-18;2640545.777;1113552.027;2837.4358
2019-09-19;2640545.773;1113552.024;2837.4281
2019-09-20;2640545.772;1113552.021;2837.4233
2019-09-21;2640545.769;1113552.021;2837.4209
2019-09-22;2640545.899;1113552.088;2837.6361
2019-09-23;2640545.896;1113552.088;2837.6285
2019-09-24;2640545.893;1113552.083;2837.6341
2019-09-25;2640545.892;1113552.081;2837.625
2019-09-26;2640545.889;1113552.08;2837.6259
