Date;Easting;Northing;Elevation
2018-09-19;2640702.365;1112179.188;2828.1809
2018-09-20;2640702.362;1112179.185;2828.1853
2018-09-21;2640702.362;1112179.187;2828.17875
2018-09-23;2640702.356;1112179.19;2828.1945
2018-09-25;2640702.354;1112179.183;2828.18615
2018-09-26;2640702.351;1112179.183;2828.1831
2018-09-27;2640702.352;1112179.183;2828.184
2018-09-28;2640702.353;1112179.183;2828.1822
2018-09-29;2640702.35;1112179.184;2828.1839
2018-09-30;2640702.351;1112179.183;2828.1863
2018-10-01;2640702.352;1112179.182;2828.1813
2018-10-02;2640702.352;1112179.183;2828.1806
2018-10-03;2640702.35;1112179.184;2828.1807
2018-10-04;2640702.349;1112179.183;2828.18285
2018-10-05;2640702.348;1112179.182;2828.1811
2018-10-06;2640702.35;1112179.181;2828.1797
2018-10-07;2640702.346;1112179.181;2828.1842
2018-10-09;2640702.342;1112179.185;2828.1851
2018-10-10;2640702.34;1112179.19;2828.1881
2018-10-11;2640702.339;1112179.187;2828.1857
2018-10-12;2640702.339;1112179.183;2828.1812
2018-10-13;2640702.338;1112179.18;2828.1813
2018-10-14;2640702.336;1112179.179;2828.1828
2018-10-15;2640702.333;1112179.182;2828.1878
2018-10-16;2640702.338;1112179.177;2828.1791
2018-10-17;2640702.337;1112179.176;2828.1796
2018-10-18;2640702.334;1112179.177;2828.1851
2018-10-19;2640702.335;1112179.175;2828.1818
2018-10-20;2640702.335;1112179.175;2828.1857
2018-10-21;2640702.332;1112179.176;2828.1809
2018-10-22;2640702.331;1112179.177;2828.1839
2018-10-23;2640702.33;1112179.178;2828.1817
2018-10-24;2640702.329;1112179.177;2828.1806
2018-10-25;2640702.326;1112179.179;2828.1772
2018-10-26;2640702.325;1112179.179;2828.1769
2018-10-27;2640702.322;1112179.18;2828.1758
2018-10-28;2640702.321;1112179.182;2828.1731
2018-10-29;2640702.32;1112179.179;2828.17355
2018-10-30;2640702.321;1112179.178;2828.1744
2018-10-31;2640702.319;1112179.178;2828.1707
2018-11-01;2640702.318;1112179.18;2828.1724
2018-11-02;2640702.315;1112179.179;2828.1699
2018-11-03;2640702.315;1112179.179;2828.173
2018-11-04;2640702.315;1112179.18;2828.1712
2018-11-05;2640702.311;1112179.181;2828.1721
2018-11-06;2640702.305;1112179.171;2828.1767
2018-11-07;2640702.307;1112179.174;2828.16645
2018-11-08;2640702.306;1112179.176;2828.1701
2018-11-09;2640702.303;1112179.174;2828.1737
2018-11-10;2640702.302;1112179.172;2828.175
2018-11-11;2640702.305;1112179.18;2828.1785
2018-11-12;2640702.302;1112179.174;2828.1699
2018-11-13;2640702.302;1112179.174;2828.1722
2018-11-14;2640702.303;1112179.173;2828.1769
2018-11-15;2640702.303;1112179.179;2828.1757
2018-11-16;2640702.303;1112179.183;2828.1754
2018-11-17;2640702.301;1112179.18;2828.17515
