Date;Easting;Northing;Elevation
2018-09-19;2640849.891;1112185.074;2868.1165
2018-09-20;2640849.886;1112185.072;2868.1219
2018-09-21;2640849.888;1112185.074;2868.1145
2018-09-23;2640849.879;1112185.081;2868.1314
2018-09-25;2640849.877;1112185.067;2868.1173
2018-09-26;2640849.876;1112185.069;2868.11135
2018-09-27;2640849.874;1112185.068;2868.1053
2018-09-28;2640849.874;1112185.068;2868.1034
2018-09-29;2640849.87;1112185.069;2868.1037
2018-09-30;2640849.87;1112185.068;2868.1003
2018-10-01;2640849.868;1112185.063;2868.1
2018-10-02;2640849.868;1112185.066;2868.0991
2018-10-03;2640849.865;1112185.067;2868.10435
2018-10-04;2640849.862;1112185.065;2868.1037
2018-10-05;2640849.861;1112185.064;2868.1035
2018-10-06;2640849.861;1112185.063;2868.0993
2018-10-07;2640849.858;1112185.062;2868.1047
2018-10-09;2640849.853;1112185.063;2868.1091
2018-10-10;2640849.85;1112185.066;2868.1109
2018-10-11;2640849.851;1112185.06;2868.1111
2018-10-12;2640849.85;1112185.062;2868.1062
2018-10-13;2640849.845;1112185.059;2868.1067
2018-10-14;2640849.842;1112185.058;2868.1072
2018-10-15;2640849.841;1112185.056;2868.1033
2018-10-16;2640849.838;1112185.059;2868.1005
2018-10-17;2640849.837;1112185.057;2868.1001
2018-10-18;2640849.836;1112185.057;2868.102
2018-10-19;2640849.834;1112185.058;2868.098
2018-10-20;2640849.832;1112185.056;2868.1048
2018-10-21;2640849.829;1112185.056;2868.0992
2018-10-22;2640849.831;1112185.058;2868.1031
2018-10-23;2640849.829;1112185.058;2868.0963
2018-10-24;2640849.828;1112185.057;2868.0977
2018-10-25;2640849.826;1112185.057;2868.09575
2018-10-26;2640849.825;1112185.057;2868.0952
2018-10-27;2640849.823;1112185.056;2868.095
2018-10-28;2640849.821;1112185.056;2868.0925
2018-10-29;2640849.82;1112185.056;2868.0863
2018-10-30;2640849.792;1112185.026;2868.1935
2018-10-31;2640849.784;1112185.022;2868.1307
2018-11-01;2640849.79;1112185.032;2868.1814
2018-11-02;2640849.786;1112185.019;2868.17445
2018-11-03;2640849.787;1112185.015;2868.1691
2018-11-04;2640849.79;1112185.02;2868.1428
2018-11-05;2640849.789;1112185.023;2868.14815
2018-11-06;2640849.787;1112185.024;2868.1499
2018-11-07;2640849.783;1112185.019;2868.1739
2018-11-08;2640849.779;1112185.018;2868.16825
2018-11-09;2640849.778;1112185.014;2868.1922
2018-11-10;2640849.778;1112185.013;2868.1785
2018-11-11;2640849.778;1112185.013;2868.1724
2018-11-12;2640849.773;1112185.011;2868.16325
2018-11-13;2640849.77;1112185.007;2868.1667
2018-11-14;2640849.77;1112185.013;2868.1732
2018-11-15;2640849.768;1112185.004;2868.162
2018-11-16;2640849.767;1112185.017;2868.171
2018-11-17;2640849.764;1112185.016;2868.1655
2018-11-18;2640849.766;1112185.014;2868.1657
2018-11-19;2640849.767;1112185.019;2868.16485
2018-11-21;2640849.763;1112185.011;2868.1622
2018-11-23;2640849.758;1112185.008;2868.15645
2018-11-25;2640849.746;1112185.006;2868.1591
2018-11-27;2640849.742;1112185.027;2868.149
2018-11-29;2640849.741;1112185.021;2868.1527
2018-12-03;2640849.739;1112185.023;2868.179
2018-12-05;2640849.731;1112185.014;2868.1842
2018-12-07;2640845.716;1112137.846;2874.4815
2018-12-11;2640845.698;1112137.86;2874.4581
2018-12-13;2640845.698;1112137.855;2874.459
2018-12-15;2640845.696;1112137.858;2874.4458
2018-12-17;2640845.696;1112137.855;2874.43825
