Date;Easting;Northing;Elevation
23.08.19;2790823.756;1152771.179;2723.74625
24.08.19;2790823.758;1152771.18;2723.7408
25.08.19;2790823.755;1152771.18;2723.7409
26.08.19;2790823.757;1152771.178;2723.7452
27.08.19;2790823.759;1152771.176;2723.7522
28.08.19;2790823.757;1152771.176;2723.7504
29.08.19;2790823.758;1152771.176;2723.7482
30.08.19;2790823.758;1152771.177;2723.74575
31.08.19;2790823.758;1152771.176;2723.7403
01.09.19;2790823.758;1152771.179;2723.7355
02.09.19;2790823.755;1152771.181;2723.73185
03.09.19;2790823.756;1152771.178;2723.7416
04.09.19;2790823.757;1152771.176;2723.74115
05.09.19;2790823.757;1152771.176;2723.7332
06.09.19;2790823.756;1152771.18;2723.7279
07.09.19;2790823.755;1152771.183;2723.72905
08.09.19;2790823.753;1152771.184;2723.7267
09.09.19;2790823.752;1152771.184;2723.7327
10.09.19;2790823.753;1152771.182;2723.7326
11.09.19;2790823.753;1152771.182;2723.7339
12.09.19;2790823.754;1152771.18;2723.7342
13.09.19;2790823.752;1152771.182;2723.7351
14.09.19;2790823.754;1152771.182;2723.7315
15.09.19;2790823.75;1152771.178;2723.7332
16.09.19;2790823.753;1152771.179;2723.7337
17.09.19;2790823.752;1152771.178;2723.7267
18.09.19;2790823.751;1152771.176;2723.7311
19.09.19;2790823.752;1152771.178;2723.7287
20.09.19;2790823.753;1152771.179;2723.7328
21.09.19;2790823.754;1152771.18;2723.7274
22.09.19;2790823.754;1152771.179;2723.7259
23.09.19;2790823.754;1152771.18;2723.7198
24.09.19;2790823.75;1152771.181;2723.7245
25.09.19;2790823.753;1152771.18;2723.7228
26.09.19;2790823.75;1152771.178;2723.7243
27.09.19;2790823.754;1152771.18;2723.7213
28.09.19;2790823.754;1152771.18;2723.7225
30.09.19;2790823.75;1152771.178;2723.73505
01.10.19;2790823.751;1152771.177;2723.73895
02.10.19;2790823.75;1152771.177;2723.7279
03.10.19;2790823.749;1152771.176;2723.7366
05.10.19;2790823.746;1152771.178;2723.7277
06.10.19;2790823.746;1152771.178;2723.72785
07.10.19;2790823.744;1152771.178;2723.7281
08.10.19;2790823.747;1152771.178;2723.7333
09.10.19;2790823.744;1152771.177;2723.7347
11.10.19;2790823.744;1152771.171;2723.7307
12.10.19;2790823.744;1152771.172;2723.7323
13.10.19;2790823.743;1152771.171;2723.7327
14.10.19;2790823.744;1152771.171;2723.7342
15.10.19;2790823.744;1152771.17;2723.7336
16.10.19;2790823.743;1152771.171;2723.73735
17.10.19;2790823.742;1152771.173;2723.73105
18.10.19;2790823.742;1152771.175;2723.7289
20.10.19;2790823.738;1152771.178;2723.72925
21.10.19;2790823.741;1152771.175;2723.7271
24.10.19;2790823.744;1152771.172;2723.7236
25.10.19;2790823.741;1152771.172;2723.723
26.10.19;2790823.745;1152771.169;2723.7265
28.10.19;2790823.74;1152771.17;2723.72745
29.10.19;2790823.739;1152771.173;2723.72945
30.10.19;2790823.736;1152771.173;2723.7303
31.10.19;2790823.737;1152771.172;2723.733
01.11.19;2790823.738;1152771.172;2723.739
02.11.19;2790823.734;1152771.173;2723.7389
03.11.19;2790823.734;1152771.174;2723.732
04.11.19;2790823.735;1152771.172;2723.72885
05.11.19;2790823.737;1152771.172;2723.7228
06.11.19;2790823.737;1152771.176;2723.7226
07.11.19;2790823.737;1152771.172;2723.7229
08.11.19;2790823.737;1152771.177;2723.7228
09.11.19;2790823.74;1152771.172;2723.7113
10.11.19;2790823.734;1152771.171;2723.7214
11.11.19;2790823.736;1152771.171;2723.7198
12.11.19;2790823.735;1152771.171;2723.7212
13.11.19;2790823.738;1152771.169;2723.7172
14.11.19;2790823.736;1152771.17;2723.7227
15.11.19;2790823.735;1152771.169;2723.71995
16.11.19;2790823.735;1152771.168;2723.7172
17.11.19;2790823.736;1152771.168;2723.71495
18.11.19;2790823.74;1152771.175;2723.7138
20.11.19;2790823.733;1152771.169;2723.7209
21.11.19;2790823.734;1152771.169;2723.7197
22.11.19;2790823.733;1152771.168;2723.7218
23.11.19;2790823.734;1152771.17;2723.7196
24.11.19;2790823.732;1152771.169;2723.71815
25.11.19;2790823.735;1152771.167;2723.7185
26.11.19;2790823.734;1152771.165;2723.7143
27.11.19;2790823.733;1152771.167;2723.7142
28.11.19;2790823.734;1152771.167;2723.7186
29.11.19;2790823.732;1152771.166;2723.7183
30.11.19;2790823.732;1152771.165;2723.7198
01.12.19;2790823.732;1152771.163;2723.7146
02.12.19;2790823.733;1152771.163;2723.7119
03.12.19;2790823.731;1152771.163;2723.7123
04.12.19;2790823.731;1152771.162;2723.716
05.12.19;2790823.731;1152771.161;2723.7159
06.12.19;2790823.732;1152771.168;2723.7179
07.12.19;2790823.729;1152771.16;2723.7151
08.12.19;2790823.73;1152771.161;2723.718
09.12.19;2790823.73;1152771.161;2723.7171
10.12.19;2790823.729;1152771.163;2723.7234
11.12.19;2790823.729;1152771.162;2723.7222
12.12.19;2790823.728;1152771.163;2723.7206
13.12.19;2790823.728;1152771.163;2723.7245
14.12.19;2790823.73;1152771.163;2723.7242
15.12.19;2790823.73;1152771.163;2723.7227
16.12.19;2790823.731;1152771.164;2723.7235
17.12.19;2790823.731;1152771.165;2723.7186
18.12.19;2790823.729;1152771.162;2723.7109
19.12.19;2790823.73;1152771.163;2723.7054
20.12.19;2790823.731;1152771.168;2723.71165
21.12.19;2790823.729;1152771.167;2723.7136
22.12.19;2790823.728;1152771.165;2723.717
23.12.19;2790823.728;1152771.166;2723.7045
24.12.19;2790823.727;1152771.167;2723.7075
25.12.19;2790823.725;1152771.168;2723.71035
26.12.19;2790823.725;1152771.165;2723.71765
27.12.19;2790823.725;1152771.166;2723.7172
28.12.19;2790823.723;1152771.166;2723.7125
29.12.19;2790823.724;1152771.168;2723.716
30.12.19;2790823.724;1152771.168;2723.71395
31.12.19;2790823.722;1152771.167;2723.7163
01.01.20;2790823.722;1152771.167;2723.7181
