Date;Easting;Northing;Elevation
2018-07-25;2791101.235;1152690.892;2815.0151
2018-07-26;2791101.238;1152690.887;2815.01
2018-07-27;2791101.23;1152690.886;2815.0102
2018-07-28;2791101.237;1152690.891;2815.0197
2018-07-29;2791101.229;1152690.891;2815.0036
2018-07-30;2791101.233;1152690.894;2815.0049
2018-07-31;2791101.228;1152690.893;2815.0064
2018-08-01;2791101.229;1152690.891;2815.0068
2018-08-02;2791101.23;1152690.899;2815.0075
2018-08-03;2791101.23;1152690.898;2815.01
2018-08-04;2791101.23;1152690.899;2815.00575
2018-08-05;2791101.226;1152690.893;2815.0085
2018-08-06;2791101.226;1152690.896;2815.0084
2018-08-07;2791101.225;1152690.892;2815.0115
2018-08-08;2791101.223;1152690.898;2815.01055
2018-08-09;2791101.226;1152690.895;2815.015
2018-08-10;2791101.224;1152690.895;2815.0107
2018-08-11;2791101.225;1152690.89;2815.0106
2018-08-12;2791101.229;1152690.9;2815.0089
2018-08-14;2791101.228;1152690.897;2815.0005
2018-08-15;2791101.224;1152690.889;2814.9966
2018-08-16;2791101.228;1152690.897;2814.99625
2018-08-17;2791101.228;1152690.898;2814.9986
2018-08-18;2791101.232;1152690.901;2815.0014
2018-08-19;2791101.234;1152690.901;2814.999
2018-08-20;2791101.231;1152690.901;2814.9977
2018-08-21;2791101.234;1152690.902;2814.9928
2018-08-23;2791101.229;1152690.899;2815.0018
2018-08-24;2791101.23;1152690.899;2814.9982
2018-08-25;2791101.226;1152690.9;2815.0075
2018-08-26;2791101.222;1152690.9;2815.0039
2018-08-27;2791101.222;1152690.901;2815.0018
2018-08-29;2791101.22;1152690.907;2814.99105
2018-08-30;2791101.221;1152690.906;2814.9904
2018-09-01;2791101.219;1152690.905;2814.9968
2018-09-02;2791101.217;1152690.906;2814.9997
2018-09-03;2791101.217;1152690.905;2814.9999
2018-09-04;2791101.219;1152690.902;2814.99555
2018-09-05;2791101.219;1152690.902;2814.9961
2018-09-06;2791101.217;1152690.902;2815.0086
2018-09-07;2791101.216;1152690.9;2815.0098
2018-09-08;2791101.214;1152690.901;2815.003
2018-09-09;2791101.215;1152690.901;2815.0079
2018-09-10;2791101.216;1152690.898;2815.0059
2018-09-11;2791101.219;1152690.899;2815.0049
2018-09-12;2791101.213;1152690.894;2815.01525
2018-09-13;2791101.219;1152690.899;2815.0081
2018-09-15;2791101.218;1152690.904;2815.0065
2018-09-16;2791101.218;1152690.902;2815.0033
2018-09-17;2791101.217;1152690.903;2815.0032
2018-09-18;2791101.22;1152690.902;2815.0029
2018-09-19;2791101.216;1152690.9;2815.0006
2018-09-20;2791101.217;1152690.9;2815.0012
2018-09-21;2791101.216;1152690.901;2815.00115
2018-09-22;2791101.214;1152690.898;2815.0017
2018-09-23;2791101.215;1152690.898;2814.9999
2018-09-24;2791101.214;1152690.899;2814.9962
2018-09-25;2791101.213;1152690.899;2814.9972
2018-09-26;2791101.213;1152690.898;2814.9982
2018-09-27;2791101.212;1152690.895;2814.9947
2018-09-28;2791101.211;1152690.896;2814.9962
2018-09-29;2791101.211;1152690.895;2814.9992
2018-09-30;2791101.21;1152690.895;2814.9991
2018-10-02;2791101.208;1152690.895;2815.0021
2018-10-03;2791101.208;1152690.893;2815.0042
2018-10-04;2791100.6;1152690.992;2814.94765
