Date;Easting;Northing;Elevation
2019-08-23;2791161.825;1152645.11;2839.3084
2019-08-24;2791161.826;1152645.111;2839.3103
2019-08-25;2791161.827;1152645.115;2839.314
2019-08-26;2791161.826;1152645.112;2839.3211
2019-08-27;2791161.826;1152645.108;2839.3366
2019-08-28;2791161.825;1152645.109;2839.3193
2019-08-29;2791161.827;1152645.107;2839.3194
2019-08-30;2791161.826;1152645.109;2839.32045
2019-08-31;2791161.827;1152645.108;2839.29405
2019-09-01;2791161.826;1152645.113;2839.29525
2019-09-02;2791161.824;1152645.118;2839.2908
2019-09-03;2791161.824;1152645.112;2839.29415
2019-09-04;2791161.828;1152645.107;2839.3053
2019-09-05;2791161.826;1152645.108;2839.2882
2019-09-06;2791161.824;1152645.113;2839.27855
2019-09-07;2791161.82;1152645.115;2839.2909
2019-09-08;2791161.819;1152645.117;2839.2763
2019-09-09;2791161.818;1152645.117;2839.292
2019-09-10;2791161.816;1152645.116;2839.2997
2019-09-11;2791161.813;1152645.114;2839.2964
2019-09-12;2791161.815;1152645.114;2839.2873
2019-09-13;2791161.811;1152645.115;2839.2939
2019-09-14;2791161.818;1152645.121;2839.2899
2019-09-15;2791161.814;1152645.117;2839.2895
2019-09-16;2791161.819;1152645.119;2839.293
2019-09-17;2791161.817;1152645.118;2839.2889
2019-09-18;2791161.816;1152645.121;2839.2844
2019-09-19;2791161.816;1152645.12;2839.2914
2019-09-20;2791161.819;1152645.121;2839.2941
2019-09-21;2791161.819;1152645.122;2839.2933
2019-09-22;2791161.819;1152645.122;2839.288
2019-09-23;2791161.818;1152645.124;2839.27995
2019-09-24;2791161.814;1152645.125;2839.2877
2019-09-25;2791161.815;1152645.123;2839.2872
2019-09-26;2791161.813;1152645.121;2839.289
2019-09-27;2791161.815;1152645.121;2839.2885
2019-09-28;2791161.816;1152645.12;2839.2899
2019-09-30;2791161.806;1152645.116;2839.2877
2019-10-01;2791161.809;1152645.114;2839.296
2019-10-02;2791161.808;1152645.119;2839.2854
2019-10-03;2791161.806;1152645.114;2839.2976
2019-10-05;2791161.807;1152645.125;2839.2841
2019-10-06;2791161.805;1152645.125;2839.2877
2019-10-07;2791161.804;1152645.125;2839.2832
2019-10-08;2791161.806;1152645.126;2839.2888
2019-10-09;2791161.804;1152645.124;2839.2879
2019-10-11;2791161.797;1152645.119;2839.2824
2019-10-12;2791161.797;1152645.122;2839.27
2019-10-13;2791161.798;1152645.118;2839.2801
2019-10-14;2791161.798;1152645.12;2839.2755
2019-10-15;2791161.798;1152645.117;2839.2792
2019-10-16;2791161.796;1152645.123;2839.27835
2019-10-17;2791161.794;1152645.123;2839.277
2019-10-18;2791161.795;1152645.122;2839.26375
2019-10-20;2791161.796;1152645.124;2839.2858
2019-10-21;2791161.797;1152645.128;2839.279
2019-10-24;2791161.796;1152645.12;2839.28245
2019-10-25;2791161.793;1152645.121;2839.2864
2019-10-26;2791161.796;1152645.118;2839.2865
2019-10-28;2791161.795;1152645.117;2839.2829
2019-10-29;2791161.792;1152645.121;2839.2879
2019-10-30;2791161.791;1152645.124;2839.282
2019-10-31;2791161.789;1152645.124;2839.2824
2019-11-01;2791161.792;1152645.124;2839.27645
2019-11-02;2791161.791;1152645.125;2839.2753
2019-11-03;2791161.791;1152645.126;2839.2761
2019-11-04;2791161.792;1152645.126;2839.2716
2019-11-05;2791161.795;1152645.124;2839.26745
2019-11-06;2791161.79;1152645.125;2839.2843
2019-11-07;2791161.789;1152645.12;2839.2828
2019-11-08;2791161.792;1152645.128;2839.2742
2019-11-09;2791161.79;1152645.12;2839.2725
2019-11-10;2791161.789;1152645.121;2839.2693
2019-11-11;2791161.789;1152645.12;2839.26885
2019-11-12;2791161.788;1152645.121;2839.2736
2019-11-13;2791161.789;1152645.118;2839.2693
2019-11-14;2791161.787;1152645.119;2839.2774
2019-11-15;2791161.786;1152645.116;2839.2709
2019-11-16;2791161.785;1152645.119;2839.2711
2019-11-17;2791161.787;1152645.115;2839.2606
2019-11-18;2791161.787;1152645.125;2839.2629
2019-11-20;2791161.78;1152645.128;2839.2858
2019-11-21;2791161.781;1152645.126;2839.2828
2019-11-22;2791161.779;1152645.123;2839.2854
2019-11-23;2791161.781;1152645.128;2839.2833
2019-11-24;2791161.777;1152645.125;2839.2778
2019-11-25;2791161.777;1152645.124;2839.2814
2019-11-26;2791161.776;1152645.123;2839.28085
2019-11-27;2791161.776;1152645.126;2839.27625
2019-11-28;2791161.777;1152645.127;2839.2802
2019-11-29;2791161.776;1152645.121;2839.2867
2019-11-30;2791161.772;1152645.123;2839.29775
2019-12-01;2791161.773;1152645.121;2839.28845
2019-12-02;2791161.775;1152645.124;2839.2873
2019-12-03;2791161.772;1152645.122;2839.2847
2019-12-04;2791161.773;1152645.121;2839.2811
2019-12-05;2791161.773;1152645.121;2839.278
2019-12-06;2791161.777;1152645.139;2839.2886
2019-12-07;2791161.771;1152645.121;2839.2791
2019-12-08;2791161.774;1152645.124;2839.2772
2019-12-09;2791161.772;1152645.124;2839.2736
2019-12-10;2791161.772;1152645.121;2839.2742
2019-12-11;2791161.77;1152645.12;2839.2749
2019-12-12;2791161.77;1152645.124;2839.2661
2019-12-13;2791161.771;1152645.122;2839.27235
2019-12-14;2791161.771;1152645.126;2839.2744
2019-12-15;2791161.77;1152645.126;2839.2702
2019-12-16;2791161.77;1152645.127;2839.2657
